timestamp,line_id,product_type,machine_speed,oee,availability,performance,quality,production_time,planned_production_time,good_pieces,total_pieces
2024-01-03 08:20:01.240844,L2,Fond_Carre_Poignees_Plates,1042,78.99,76.56,77.03,79.0,60,60,650,823
2024-01-03 08:20:01.240844,L3,Fond_Carre_Sans_Poignees,876,69.11,67.96,71.88,68.45,60,60,414,605
2024-01-03 09:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,1044,65.25,62.21,68.32,63.04,60,60,429,681
2024-01-03 09:20:01.240844,L2,Fond_Plat,1137,63.53,60.21,64.67,63.57,60,60,458,722
2024-01-03 09:20:01.240844,L3,Fond_Carre_Poignees_Plates,802,66.06,67.27,65.94,65.04,60,60,344,529
2024-01-03 10:20:01.240844,L1,Fond_Carre_Poignees_Plates,1049,77.68,77.98,80.2,77.68,60,60,632,814
2024-01-03 10:20:01.240844,L2,Fond_Plat,1385,70.06,67.96,77.45,62.31,60,60,604,970
2024-01-03 10:20:01.240844,L3,Fond_Carre_Poignees_Plates,898,68.7,72.01,69.23,66.79,60,60,411,616
2024-01-03 11:20:01.240844,L1,Fond_Carre_Poignees_Plates,889,74.78,76.09,78.23,74.73,60,60,496,664
2024-01-03 11:20:01.240844,L2,Fond_Carre_Sans_Poignees,1110,70.73,69.51,67.05,69.98,60,60,549,785
2024-01-03 11:20:01.240844,L3,Fond_Carre_Sans_Poignees,890,67.97,68.71,71.46,68.48,60,60,413,604
2024-01-03 12:20:01.240844,L1,Fond_Plat,1026,79.63,81.92,80.61,79.43,60,60,648,817
2024-01-03 12:20:01.240844,L2,Fond_Carre_Sans_Poignees,912,74.48,77.87,65.39,76.16,60,60,517,679
2024-01-03 12:20:01.240844,L3,Fond_Plat,886,58.04,59.81,57.92,57.92,60,60,297,514
2024-01-03 13:20:01.240844,L1,Fond_Plat,1011,74.05,76.79,72.58,72.77,60,60,544,748
2024-01-03 13:20:01.240844,L2,Fond_Carre_Poignees_Plates,1098,75.64,72.42,77.22,73.87,60,60,613,830
2024-01-03 13:20:01.240844,L3,Fond_Carre_Poignees_Plates,889,70.01,66.83,68.86,71.03,60,60,441,622
2024-01-03 14:20:01.240844,L1,Fond_Plat,1064,64.35,62.05,66.1,63.9,60,60,437,684
2024-01-03 14:20:01.240844,L2,Fond_Plat,1161,69.52,65.83,67.0,70.62,60,60,569,807
2024-01-03 14:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,907,63.4,66.29,66.43,63.67,60,60,366,575
2024-01-03 15:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,926,63.45,63.86,61.23,64.42,60,60,378,587
2024-01-03 15:20:01.240844,L2,Fond_Plat,1137,69.91,68.26,66.71,68.41,60,60,543,794
2024-01-03 15:20:01.240844,L3,Fond_Plat,922,72.46,69.66,71.46,70.12,60,60,468,668
2024-01-03 16:20:01.240844,L1,Fond_Plat,1021,83.6,82.11,85.48,80.61,60,60,687,853
2024-01-03 16:20:01.240844,L2,Fond_Carre_Poignees_Plates,1087,77.32,77.56,77.36,75.22,60,60,631,840
2024-01-03 16:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,999,66.17,67.48,65.84,67.48,60,60,446,661
2024-01-03 17:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,1029,59.43,56.13,56.66,60.19,60,60,367,611
2024-01-03 17:20:01.240844,L2,Fond_Carre_Poignees_Plates,1062,72.37,68.81,69.38,70.25,60,60,539,768
2024-01-03 17:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,972,68.71,65.47,67.22,68.99,60,60,460,667
2024-01-03 18:20:01.240844,L1,Fond_Plat,983,75.83,76.41,79.68,76.51,60,60,570,745
2024-01-03 18:20:01.240844,L2,Fond_Carre_Poignees_Plates,1169,73.16,73.05,70.31,71.49,60,60,611,855
2024-01-03 18:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,905,72.88,71.05,72.21,71.3,60,60,469,659
2024-01-03 19:20:01.240844,L1,Fond_Carre_Sans_Poignees,979,76.76,75.64,72.96,78.18,60,60,587,751
2024-01-03 19:20:01.240844,L2,Fond_Carre_Sans_Poignees,1103,69.29,69.21,66.86,66.64,60,60,509,764
2024-01-03 19:20:01.240844,L3,Fond_Plat,842,61.43,61.27,61.95,62.01,60,60,320,517
2024-01-03 20:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,1236,66.76,66.34,69.21,59.75,60,60,492,825
2024-01-03 20:20:01.240844,L2,Fond_Carre_Poignees_Plates,1160,64.94,61.95,63.98,63.68,60,60,479,753
2024-01-03 20:20:01.240844,L3,Fond_Carre_Poignees_Plates,855,64.46,62.58,64.39,65.66,60,60,361,551
2024-01-04 04:20:01.240844,L1,Fond_Plat,946,77.32,80.43,73.46,75.95,60,60,555,731
2024-01-04 04:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1089,70.82,69.77,71.05,68.2,60,60,525,771
2024-01-04 04:20:01.240844,L3,Fond_Carre_Poignees_Plates,888,70.28,69.81,70.45,69.81,60,60,435,624
2024-01-04 05:20:01.240844,L1,Fond_Plat,934,58.82,58.52,57.74,60.14,60,60,330,549
2024-01-04 05:20:01.240844,L2,Fond_Plat,1129,70.57,72.09,69.12,69.16,60,60,550,796
2024-01-04 05:20:01.240844,L3,Fond_Carre_Sans_Poignees,968,69.84,70.74,72.65,67.24,60,60,454,676
2024-01-04 06:20:01.240844,L1,Fond_Plat,1051,86.73,90.28,86.33,88.01,60,60,801,911
2024-01-04 06:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1084,72.45,72.31,75.44,71.65,60,60,562,785
2024-01-04 06:20:01.240844,L3,Fond_Plat,1146,74.54,77.6,78.87,66.11,60,60,564,854
2024-01-04 07:20:01.240844,L1,Fond_Carre_Sans_Poignees,1072,79.47,76.47,75.8,79.68,60,60,678,851
2024-01-04 07:20:01.240844,L2,Fond_Carre_Sans_Poignees,1040,77.08,76.03,80.6,76.95,60,60,616,801
2024-01-04 07:20:01.240844,L3,Fond_Plat,1092,64.43,67.72,66.5,56.64,60,60,398,703
2024-01-04 08:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,1000,74.53,75.93,73.32,74.12,60,60,552,745
2024-01-04 08:20:01.240844,L2,Fond_Carre_Poignees_Plates,1132,71.63,74.46,71.62,70.02,60,60,567,810
2024-01-04 08:20:01.240844,L3,Fond_Carre_Poignees_Plates,873,67.99,70.28,69.47,68.85,60,60,408,593
2024-01-04 09:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,968,79.03,81.19,82.65,79.85,60,60,610,764
2024-01-04 09:20:01.240844,L2,Fond_Carre_Poignees_Plates,1093,73.69,71.18,69.86,73.01,60,60,587,805
2024-01-04 09:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,807,64.7,65.92,63.19,66.09,60,60,344,522
2024-01-04 10:20:01.240844,L1,Fond_Plat,1235,78.58,74.94,78.92,70.34,60,60,682,970
2024-01-04 10:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1118,75.98,79.81,76.72,72.99,60,60,619,849
2024-01-04 10:20:01.240844,L3,Fond_Carre_Poignees_Plates,942,65.58,67.64,62.12,66.35,60,60,409,617
2024-01-04 11:20:01.240844,L1,Fond_Carre_Sans_Poignees,827,74.16,71.15,68.12,75.3,60,60,461,613
2024-01-04 11:20:01.240844,L2,Fond_Carre_Sans_Poignees,1106,73.62,76.29,76.77,74.46,60,60,606,814
2024-01-04 11:20:01.240844,L3,Fond_Carre_Poignees_Plates,906,62.82,64.54,64.12,61.58,60,60,350,569
2024-01-04 12:20:01.240844,L1,Fond_Carre_Poignees_Plates,987,79.4,75.32,82.66,78.08,60,60,611,783
2024-01-04 12:20:01.240844,L2,Fond_Plat,1176,77.13,75.29,74.05,75.56,60,60,685,907
2024-01-04 12:20:01.240844,L3,Fond_Carre_Sans_Poignees,1191,64.45,66.17,65.34,58.58,60,60,449,767
2024-01-04 13:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,1013,81.78,78.2,82.71,84.19,60,60,697,828
2024-01-04 13:20:01.240844,L2,Fond_Carre_Poignees_Plates,1173,64.2,65.51,64.61,64.03,60,60,482,753
2024-01-04 13:20:01.240844,L3,Fond_Plat,1019,72.96,69.54,69.95,73.8,60,60,548,743
2024-01-04 14:20:01.240844,L1,Fond_Plat,1038,73.11,70.52,76.76,71.14,60,60,539,758
2024-01-04 14:20:01.240844,L2,Fond_Carre_Sans_Poignees,1087,72.14,76.03,72.33,72.89,60,60,571,784
2024-01-04 14:20:01.240844,L3,Fond_Carre_Sans_Poignees,869,77.37,75.47,79.1,77.46,60,60,520,672
2024-01-04 15:20:01.240844,L1,Fond_Plat,1241,70.46,67.49,76.3,64.19,60,60,561,874
2024-01-04 15:20:01.240844,L2,Fond_Plat,1098,54.51,52.41,53.75,55.39,60,60,331,598
2024-01-04 15:20:01.240844,L3,Fond_Carre_Poignees_Plates,939,72.89,76.06,70.43,75.1,60,60,513,684
2024-01-04 16:20:01.240844,L1,Fond_Plat,987,76.27,74.17,80.3,75.94,60,60,571,752
2024-01-04 16:20:01.240844,L2,Fond_Plat,1353,68.17,69.57,72.27,63.06,60,60,581,922
2024-01-04 16:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,892,69.2,67.28,65.89,70.28,60,60,433,617
2024-01-04 17:20:01.240844,L1,Fond_Carre_Poignees_Plates,1058,78.54,82.28,80.08,79.02,60,60,655,830
2024-01-04 17:20:01.240844,L2,Fond_Plat,1194,63.36,63.59,61.08,64.73,60,60,489,756
2024-01-04 17:20:01.240844,L3,Fond_Plat,885,71.22,68.22,73.98,69.26,60,60,436,630
2024-01-04 18:20:01.240844,L1,Fond_Carre_Sans_Poignees,986,81.58,81.8,81.11,79.55,60,60,639,804
2024-01-04 18:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1385,67.65,68.53,71.78,60.65,60,60,567,936
2024-01-04 18:20:01.240844,L3,Fond_Carre_Poignees_Plates,670,68.15,70.16,65.36,71.65,60,60,326,456
2024-01-04 19:20:01.240844,L1,Fond_Carre_Sans_Poignees,976,72.71,74.59,75.6,72.65,60,60,515,709
2024-01-04 19:20:01.240844,L2,Fond_Plat,1080,72.3,74.71,69.44,72.92,60,60,568,780
2024-01-04 19:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,1006,63.98,61.76,64.92,62.5,60,60,401,643
2024-01-04 20:20:01.240844,L1,Fond_Plat,1046,75.45,77.01,78.81,76.2,60,60,601,789
2024-01-04 20:20:01.240844,L2,Fond_Carre_Poignees_Plates,1039,68.38,68.8,68.75,65.58,60,60,465,710
2024-01-04 20:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,871,61.7,64.33,62.67,60.32,60,60,323,537
2024-01-05 04:20:01.240844,L1,Fond_Carre_Sans_Poignees,1175,73.15,72.44,76.9,65.55,60,60,563,859
2024-01-05 04:20:01.240844,L2,Fond_Plat,1165,77.72,80.54,80.15,79.96,60,60,723,905
2024-01-05 04:20:01.240844,L3,Fond_Carre_Sans_Poignees,965,72.54,75.18,73.58,74.45,60,60,521,700
2024-01-05 05:20:01.240844,L1,Fond_Carre_Sans_Poignees,974,72.22,70.85,74.62,70.83,60,60,497,703
2024-01-05 05:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1246,70.33,68.35,67.74,67.86,60,60,594,876
2024-01-05 05:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,916,66.1,69.74,64.91,65.51,60,60,396,605
2024-01-05 06:20:01.240844,L1,Fond_Carre_Sans_Poignees,917,77.38,77.02,79.05,76.3,60,60,540,709
2024-01-05 06:20:01.240844,L2,Fond_Carre_Poignees_Plates,1117,72.23,73.08,74.22,72.94,60,60,587,806
2024-01-05 06:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,984,72.43,73.94,68.78,70.67,60,60,503,712
2024-01-05 07:20:01.240844,L1,Fond_Plat,920,74.2,71.2,72.04,74.04,60,60,504,682
2024-01-05 07:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1077,72.65,69.47,72.46,74.62,60,60,583,782
2024-01-05 07:20:01.240844,L3,Fond_Plat,878,70.46,68.84,73.69,69.39,60,60,428,618
2024-01-05 08:20:01.240844,L1,Fond_Carre_Sans_Poignees,1295,72.1,71.55,79.43,63.79,60,60,595,933
2024-01-05 08:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1079,70.8,67.97,74.04,69.35,60,60,529,763
2024-01-05 08:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,613,68.51,66.56,61.32,69.89,60,60,292,419
2024-01-05 09:20:01.240844,L1,Fond_Carre_Poignees_Plates,963,79.39,80.91,79.68,79.37,60,60,606,764
2024-01-05 09:20:01.240844,L2,Fond_Carre_Sans_Poignees,968,78.65,79.37,79.46,77.04,60,60,586,761
2024-01-05 09:20:01.240844,L3,Fond_Plat,898,70.28,66.77,70.48,72.03,60,60,454,631
2024-01-05 10:20:01.240844,L1,Fond_Carre_Poignees_Plates,927,79.24,78.26,76.37,79.91,60,60,586,734
2024-01-05 10:20:01.240844,L2,Fond_Plat,1080,67.44,65.43,65.52,68.84,60,60,501,728
2024-01-05 10:20:01.240844,L3,Fond_Carre_Sans_Poignees,814,69.08,69.01,66.16,68.66,60,60,385,562
2024-01-05 11:20:01.240844,L1,Fond_Carre_Sans_Poignees,946,79.16,78.75,79.86,76.19,60,60,569,748
2024-01-05 11:20:01.240844,L2,Fond_Carre_Poignees_Plates,1163,72.87,73.13,74.86,74.48,60,60,630,847
2024-01-05 11:20:01.240844,L3,Fond_Carre_Poignees_Plates,885,67.42,63.79,63.85,65.68,60,60,391,596
2024-01-05 12:20:01.240844,L1,Fond_Plat,1021,79.48,83.02,79.84,81.24,60,60,658,811
2024-01-05 12:20:01.240844,L2,Fond_Plat,881,73.99,75.18,68.56,72.85,60,60,474,651
2024-01-05 12:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,643,66.18,69.46,61.51,65.61,60,60,278,425
2024-01-05 13:20:01.240844,L1,Fond_Plat,1043,76.49,79.34,79.52,73.32,60,60,584,797
2024-01-05 13:20:01.240844,L2,Fond_Carre_Poignees_Plates,1049,68.93,71.32,68.98,66.66,60,60,481,723
2024-01-05 13:20:01.240844,L3,Fond_Plat,604,69.5,69.27,63.14,71.76,60,60,300,419
2024-01-05 14:20:01.240844,L1,Fond_Carre_Poignees_Plates,1030,76.94,78.24,77.24,74.58,60,60,590,792
2024-01-05 14:20:01.240844,L2,Fond_Plat,1077,51.9,52.47,52.37,51.27,60,60,286,558
2024-01-05 14:20:01.240844,L3,Fond_Carre_Poignees_Plates,1082,64.57,64.12,66.33,56.67,60,60,395,698
2024-01-05 15:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,1056,70.93,68.14,72.91,69.3,60,60,518,748
2024-01-05 15:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1206,76.66,77.45,77.79,75.9,60,60,701,924
2024-01-05 15:20:01.240844,L3,Fond_Carre_Poignees_Plates,867,64.49,65.98,63.69,61.83,60,60,345,559
2024-01-05 16:20:01.240844,L1,Fond_Carre_Sans_Poignees,820,74.59,77.62,72.21,73.03,60,60,446,611
2024-01-05 16:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1387,62.07,64.89,65.26,56.46,60,60,485,860
2024-01-05 16:20:01.240844,L3,Fond_Carre_Sans_Poignees,960,69.64,67.63,72.27,70.77,60,60,472,668
2024-01-05 17:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,1070,78.42,76.39,80.97,80.73,60,60,677,839
2024-01-05 17:20:01.240844,L2,Fond_Carre_Poignees_Plates,1027,69.68,67.56,71.45,69.13,60,60,494,715
2024-01-05 17:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,874,71.35,69.97,67.62,71.17,60,60,443,623
2024-01-05 18:20:01.240844,L1,Fond_Plat,1013,60.26,61.25,62.64,58.05,60,60,354,610
2024-01-05 18:20:01.240844,L2,Fond_Carre_Sans_Poignees,1098,59.34,58.86,56.47,57.62,60,60,375,651
2024-01-05 18:20:01.240844,L3,Fond_Carre_Sans_Poignees,930,65.51,64.3,68.64,62.87,60,60,382,609
2024-01-05 19:20:01.240844,L1,Fond_Carre_Sans_Poignees,1085,75.24,73.79,74.55,73.71,60,60,601,816
2024-01-05 19:20:01.240844,L2,Fond_Carre_Sans_Poignees,922,68.34,66.54,65.6,69.61,60,60,438,630
2024-01-05 19:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,873,66.44,65.18,64.28,65.53,60,60,379,579
2024-01-05 20:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,943,78.12,75.78,80.36,76.17,60,60,560,736
2024-01-05 20:20:01.240844,L2,Fond_Carre_Sans_Poignees,1224,67.69,64.97,67.58,67.6,60,60,559,828
2024-01-05 20:20:01.240844,L3,Fond_Carre_Sans_Poignees,1195,59.76,58.26,61.07,52.62,60,60,375,714
2024-01-06 04:20:01.240844,L1,Fond_Plat,1049,78.35,75.4,77.32,80.11,60,60,657,821
2024-01-06 04:20:01.240844,L2,Fond_Plat,1076,69.98,69.36,72.5,72.13,60,60,542,752
2024-01-06 04:20:01.240844,L3,Fond_Carre_Poignees_Plates,915,53.62,54.43,51.62,53.38,60,60,261,490
2024-01-06 05:20:01.240844,L1,Fond_Plat,922,73.93,72.66,73.15,73.32,60,60,499,681
2024-01-06 05:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1116,68.55,69.85,68.78,68.07,60,60,520,764
2024-01-06 05:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,846,63.55,64.67,64.69,63.65,60,60,341,537
2024-01-06 06:20:01.240844,L1,Fond_Carre_Poignees_Plates,980,88.44,83.59,84.58,86.79,60,60,751,866
2024-01-06 06:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,961,77.44,74.27,78.53,79.08,60,60,588,744
2024-01-06 06:20:01.240844,L3,Fond_Carre_Sans_Poignees,800,68.49,68.84,68.8,68.93,60,60,377,547
2024-01-06 07:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,731,59.4,56.87,52.02,60.31,60,60,261,434
2024-01-06 07:20:01.240844,L2,Fond_Carre_Poignees_Plates,1032,75.06,77.03,73.06,75.06,60,60,580,774
2024-01-06 07:20:01.240844,L3,Fond_Carre_Poignees_Torsadees,786,66.23,64.15,69.54,67.59,60,60,351,520
2024-01-06 08:20:01.240844,L1,Fond_Carre_Sans_Poignees,962,76.62,73.47,78.22,74.85,60,60,551,737
2024-01-06 08:20:01.240844,L2,Fond_Carre_Sans_Poignees,800,69.32,66.98,61.04,70.95,60,60,393,554
2024-01-06 08:20:01.240844,L3,Fond_Carre_Poignees_Plates,1077,65.45,62.94,69.75,58.75,60,60,413,704
2024-01-06 09:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,1019,77.37,79.79,77.55,76.0,60,60,598,788
2024-01-06 09:20:01.240844,L2,Fond_Carre_Poignees_Plates,852,67.19,68.98,59.7,67.62,60,60,386,572
2024-01-06 09:20:01.240844,L3,Fond_Carre_Sans_Poignees,875,73.46,76.59,75.89,72.67,60,60,466,642
2024-01-06 10:20:01.240844,L1,Fond_Carre_Sans_Poignees,1295,72.47,76.37,77.36,62.9,60,60,590,938
2024-01-06 10:20:01.240844,L2,Fond_Carre_Sans_Poignees,1094,76.0,79.57,73.65,76.28,60,60,633,831
2024-01-06 10:20:01.240844,L3,Fond_Carre_Sans_Poignees,920,68.14,69.1,66.33,69.83,60,60,437,626
2024-01-06 11:20:01.240844,L1,Fond_Carre_Poignees_Torsadees,1016,79.36,82.51,76.77,78.35,60,60,631,806
2024-01-06 11:20:01.240844,L2,Fond_Carre_Poignees_Torsadees,1017,68.9,68.67,65.91,70.89,60,60,496,700
2024-01-06 11:20:01.240844,L3,Fond_Carre_Poignees_Plates,938,68.11,70.76,70.07,66.51,60,60,424,638
