timestamp,line_id,shift,total_produced,total_defects,defect_rate,defect_type,rework_count,scrap_count
2023-12-29 09:43:47.962809,L1,3,9352,396,4.24,Contamination,118,277
2023-12-28 17:43:47.962809,L2,1,11711,611,5.22,Deformation,183,427
2023-12-29 01:43:47.962809,L2,2,8985,325,3.62,Deformation,97,227
2023-12-29 09:43:47.962809,L2,3,9220,225,2.44,Dimension_Hors_Tolerance,67,157
2023-12-28 17:43:47.962809,L3,1,11836,298,2.52,Defaut_Surface,89,208
2023-12-29 01:43:47.962809,L3,2,11968,278,2.33,Impression_Defectueuse,83,194
2023-12-29 09:43:47.962809,L3,3,11832,479,4.05,Dimension_Hors_Tolerance,143,335
2023-12-29 17:43:47.962809,L1,1,8570,467,5.46,Pliage_Incorrect,140,326
2023-12-30 01:43:47.962809,L1,2,11378,558,4.91,Dimension_Hors_Tolerance,167,390
2023-12-30 09:43:47.962809,L1,3,11225,840,7.48,Deformation,252,588
2023-12-29 17:43:47.962809,L2,1,9816,463,4.72,Deformation,138,324
2023-12-30 01:43:47.962809,L2,2,8463,473,5.59,Contamination,141,331
2023-12-30 09:43:47.962809,L2,3,10239,596,5.83,Deformation,178,417
2023-12-29 17:43:47.962809,L3,1,8380,115,1.38,Contamination,34,80
2023-12-30 01:43:47.962809,L3,2,9907,219,2.21,Defaut_Surface,65,153
2023-12-30 09:43:47.962809,L3,3,10146,544,5.36,Defaut_Surface,163,380
2024-01-01 17:43:47.962809,L1,1,9948,657,6.61,Pliage_Incorrect,197,459
2024-01-02 01:43:47.962809,L1,2,9688,657,6.79,Pliage_Incorrect,197,459
2024-01-02 09:43:47.962809,L1,3,11263,632,5.62,Defaut_Surface,189,442
2024-01-01 17:43:47.962809,L2,1,9795,426,4.36,Dimension_Hors_Tolerance,127,298
2024-01-02 01:43:47.962809,L2,2,9526,733,7.7,Dimension_Hors_Tolerance,219,513
2024-01-02 09:43:47.962809,L2,3,8408,598,7.12,Contamination,179,418
2024-01-01 17:43:47.962809,L3,1,8587,494,5.76,Contamination,148,345
2024-01-02 01:43:47.962809,L3,2,8070,451,5.59,Defaut_Surface,135,315
2024-01-02 09:43:47.962809,L3,3,10593,181,1.71,Dimension_Hors_Tolerance,54,126
2024-01-02 17:43:47.962809,L1,1,9842,451,4.59,Deformation,135,315
2024-01-03 01:43:47.962809,L1,2,8813,358,4.07,Defaut_Surface,107,250
2024-01-03 09:43:47.962809,L1,3,8284,313,3.78,Impression_Defectueuse,93,219
2024-01-02 17:43:47.962809,L2,1,10100,447,4.43,Pliage_Incorrect,134,312
2024-01-03 01:43:47.962809,L2,2,9859,132,1.34,Deformation,39,92
2024-01-03 09:43:47.962809,L2,3,11827,542,4.59,Dimension_Hors_Tolerance,162,379
2024-01-02 17:43:47.962809,L3,1,10711,303,2.83,Impression_Defectueuse,90,212
2024-01-03 01:43:47.962809,L3,2,11314,197,1.74,Pliage_Incorrect,59,137
2024-01-03 09:43:47.962809,L3,3,10833,493,4.55,Deformation,147,345
2024-01-03 17:43:47.962809,L1,1,8201,91,1.11,Impression_Defectueuse,27,63
2024-01-04 01:43:47.962809,L1,2,11744,778,6.63,Pliage_Incorrect,233,544
2024-01-04 09:43:47.962809,L1,3,9354,740,7.91,Deformation,222,518
2024-01-03 17:43:47.962809,L2,1,10964,821,7.49,Impression_Defectueuse,246,574
2024-01-04 01:43:47.962809,L2,2,8713,584,6.71,Impression_Defectueuse,175,408
2024-01-04 09:43:47.962809,L2,3,10833,439,4.05,Pliage_Incorrect,131,307
2024-01-03 17:43:47.962809,L3,1,9185,712,7.76,Pliage_Incorrect,213,498
2024-01-04 01:43:47.962809,L3,2,8203,118,1.44,Defaut_Surface,35,82
2024-01-04 09:43:47.962809,L3,3,11043,197,1.79,Pliage_Incorrect,59,137
2024-01-04 17:43:47.962809,L1,1,10244,192,1.88,Pliage_Incorrect,57,134
2024-01-05 01:43:47.962809,L1,2,9934,564,5.69,Dimension_Hors_Tolerance,169,394
2024-01-05 09:43:47.962809,L1,3,8287,381,4.6,Defaut_Surface,114,266
2024-01-04 17:43:47.962809,L2,1,10714,583,5.45,Impression_Defectueuse,174,408
2024-01-05 01:43:47.962809,L2,2,11509,277,2.41,Pliage_Incorrect,83,193
2024-01-05 09:43:47.962809,L2,3,10533,579,5.5,Deformation,173,405
2024-01-04 17:43:47.962809,L3,1,10557,523,4.96,Deformation,156,366
2024-01-05 01:43:47.962809,L3,2,11097,493,4.44,Dimension_Hors_Tolerance,147,345
2024-01-05 09:43:47.962809,L3,3,10348,624,6.04,Deformation,187,436
2024-01-05 17:43:47.962809,L1,1,9531,175,1.84,Deformation,52,122
2024-01-06 01:43:47.962809,L1,2,10767,127,1.18,Contamination,38,88
2024-01-06 09:43:47.962809,L1,3,11162,838,7.51,Dimension_Hors_Tolerance,251,586
2024-01-05 17:43:47.962809,L2,1,9214,244,2.65,Defaut_Surface,73,170
2024-01-06 01:43:47.962809,L2,2,8051,482,5.99,Deformation,144,337
2024-01-06 09:43:47.962809,L2,3,9323,370,3.97,Defaut_Surface,111,259
2024-01-05 17:43:47.962809,L3,1,11641,671,5.77,Impression_Defectueuse,201,469
2024-01-06 01:43:47.962809,L3,2,8563,333,3.89,Defaut_Surface,99,233
2024-01-06 09:43:47.962809,L3,3,9635,666,6.92,Defaut_Surface,199,466
2024-01-08 17:43:47.962809,L1,1,8995,324,3.6,Defaut_Surface,97,226
2024-01-09 01:43:47.962809,L1,2,10494,438,4.18,Defaut_Surface,131,306
2024-01-09 09:43:47.962809,L1,3,10663,443,4.16,Impression_Defectueuse,132,310
2024-01-08 17:43:47.962809,L2,1,10103,526,5.21,Defaut_Surface,157,368
2024-01-09 01:43:47.962809,L2,2,11266,791,7.03,Contamination,237,553
2024-01-09 09:43:47.962809,L2,3,8987,315,3.52,Impression_Defectueuse,94,220
2024-01-08 17:43:47.962809,L3,1,11784,467,3.97,Pliage_Incorrect,140,326
2024-01-09 01:43:47.962809,L3,2,10247,164,1.61,Defaut_Surface,49,114
2024-01-09 09:43:47.962809,L3,3,10206,575,5.64,Contamination,172,402
2024-01-09 17:43:47.962809,L1,1,8064,457,5.68,Deformation,137,319
2024-01-10 01:43:47.962809,L1,2,11686,731,6.26,Contamination,219,511
2024-01-10 09:43:47.962809,L1,3,9585,196,2.05,Contamination,58,137
2024-01-09 17:43:47.962809,L2,1,11562,485,4.2,Pliage_Incorrect,145,339
2024-01-10 01:43:47.962809,L2,2,9684,216,2.23,Dimension_Hors_Tolerance,64,151
2024-01-10 09:43:47.962809,L2,3,9321,645,6.92,Pliage_Incorrect,193,451
2024-01-09 17:43:47.962809,L3,1,11990,666,5.55,Contamination,199,466
2024-01-10 01:43:47.962809,L3,2,11476,584,5.09,Pliage_Incorrect,175,408
2024-01-10 09:43:47.962809,L3,3,10658,544,5.11,Deformation,163,380
2024-01-10 17:43:47.962809,L1,1,9826,558,5.69,Dimension_Hors_Tolerance,167,390
2024-01-11 01:43:47.962809,L1,2,9234,140,1.52,Contamination,42,98
2024-01-11 09:43:47.962809,L1,3,8300,634,7.64,Pliage_Incorrect,190,443
2024-01-10 17:43:47.962809,L2,1,8008,106,1.33,Impression_Defectueuse,31,74
2024-01-11 01:43:47.962809,L2,2,8308,341,4.11,Deformation,102,238
2024-01-11 09:43:47.962809,L2,3,8252,345,4.19,Dimension_Hors_Tolerance,103,241
2024-01-10 17:43:47.962809,L3,1,8250,188,2.28,Pliage_Incorrect,56,131
2024-01-11 01:43:47.962809,L3,2,8570,627,7.33,Impression_Defectueuse,188,438
2024-01-11 09:43:47.962809,L3,3,11327,421,3.72,Impression_Defectueuse,126,294
2024-01-11 17:43:47.962809,L1,1,10160,758,7.46,Dimension_Hors_Tolerance,227,530
2024-01-12 01:43:47.962809,L1,2,9971,431,4.33,Pliage_Incorrect,129,301
2024-01-12 09:43:47.962809,L1,3,8084,292,3.61,Contamination,87,204
2024-01-11 17:43:47.962809,L2,1,8425,627,7.45,Defaut_Surface,188,438
2024-01-12 01:43:47.962809,L2,2,11606,370,3.2,Impression_Defectueuse,111,259
2024-01-12 09:43:47.962809,L2,3,9394,240,2.56,Dimension_Hors_Tolerance,72,168
2024-01-11 17:43:47.962809,L3,1,9107,146,1.6,Deformation,43,102
2024-01-12 01:43:47.962809,L3,2,11720,482,4.12,Contamination,144,337
2024-01-12 09:43:47.962809,L3,3,10535,467,4.44,Defaut_Surface,140,326
2024-01-12 17:43:47.962809,L1,1,9534,452,4.75,Contamination,135,316
2024-01-13 01:43:47.962809,L1,2,8294,196,2.36,Pliage_Incorrect,58,137
2024-01-13 09:43:47.962809,L1,3,8362,660,7.9,Impression_Defectueuse,198,461
2024-01-12 17:43:47.962809,L2,1,9018,687,7.63,Dimension_Hors_Tolerance,206,480
2024-01-13 01:43:47.962809,L2,2,9351,600,6.42,Impression_Defectueuse,180,420
2024-01-13 09:43:47.962809,L2,3,10207,446,4.37,Deformation,133,312
2024-01-12 17:43:47.962809,L3,1,10000,318,3.19,Defaut_Surface,95,222
2024-01-13 01:43:47.962809,L3,2,9790,242,2.48,Impression_Defectueuse,72,169
2024-01-13 09:43:47.962809,L3,3,10673,541,5.07,Dimension_Hors_Tolerance,162,378
2024-01-15 17:43:47.962809,L1,1,10524,736,7.0,Dimension_Hors_Tolerance,220,515
2024-01-16 01:43:47.962809,L1,2,11103,413,3.73,Pliage_Incorrect,123,289
2024-01-16 09:43:47.962809,L1,3,8299,648,7.81,Contamination,194,453
2024-01-15 17:43:47.962809,L2,1,9010,184,2.05,Dimension_Hors_Tolerance,55,128
2024-01-16 01:43:47.962809,L2,2,11902,571,4.8,Pliage_Incorrect,171,399
2024-01-16 09:43:47.962809,L2,3,9484,346,3.66,Defaut_Surface,103,242
2024-01-15 17:43:47.962809,L3,1,11436,883,7.72,Dimension_Hors_Tolerance,264,618
2024-01-16 01:43:47.962809,L3,2,8628,514,5.97,Pliage_Incorrect,154,359
2024-01-16 09:43:47.962809,L3,3,11027,538,4.88,Impression_Defectueuse,161,376
2024-01-16 17:43:47.962809,L1,1,8902,659,7.4,Contamination,197,461
2024-01-17 01:43:47.962809,L1,2,10897,563,5.17,Impression_Defectueuse,168,394
2024-01-17 09:43:47.962809,L1,3,9240,564,6.11,Contamination,169,394
2024-01-16 17:43:47.962809,L2,1,8932,210,2.36,Pliage_Incorrect,63,147
2024-01-17 01:43:47.962809,L2,2,9795,624,6.38,Impression_Defectueuse,187,436
2024-01-17 09:43:47.962809,L2,3,9033,514,5.7,Impression_Defectueuse,154,359
2024-01-16 17:43:47.962809,L3,1,10313,460,4.47,Contamination,138,322
2024-01-17 01:43:47.962809,L3,2,11572,778,6.73,Pliage_Incorrect,233,544
2024-01-17 09:43:47.962809,L3,3,11345,554,4.89,Impression_Defectueuse,166,387
2024-01-17 17:43:47.962809,L1,1,11992,673,5.62,Deformation,201,471
2024-01-18 01:43:47.962809,L1,2,8384,230,2.76,Dimension_Hors_Tolerance,69,161
2024-01-18 09:43:47.962809,L1,3,9405,549,5.84,Impression_Defectueuse,164,384
2024-01-17 17:43:47.962809,L2,1,10680,390,3.66,Deformation,117,273
2024-01-18 01:43:47.962809,L2,2,8664,680,7.85,Pliage_Incorrect,204,475
2024-01-18 09:43:47.962809,L2,3,10593,791,7.48,Contamination,237,553
2024-01-17 17:43:47.962809,L3,1,9235,497,5.38,Impression_Defectueuse,149,347
2024-01-18 01:43:47.962809,L3,2,10846,640,5.91,Dimension_Hors_Tolerance,192,448
2024-01-18 09:43:47.962809,L3,3,10825,830,7.67,Deformation,249,581
2024-01-18 17:43:47.962809,L1,1,10672,661,6.2,Deformation,198,462
2024-01-19 01:43:47.962809,L1,2,10653,808,7.59,Dimension_Hors_Tolerance,242,565
2024-01-19 09:43:47.962809,L1,3,9645,574,5.96,Deformation,172,401
2024-01-18 17:43:47.962809,L2,1,11984,251,2.1,Pliage_Incorrect,75,175
2024-01-19 01:43:47.962809,L2,2,11439,414,3.62,Deformation,124,289
2024-01-19 09:43:47.962809,L2,3,9751,613,6.29,Deformation,183,429
2024-01-18 17:43:47.962809,L3,1,9497,455,4.79,Contamination,136,318
2024-01-19 01:43:47.962809,L3,2,11415,624,5.47,Defaut_Surface,187,436
2024-01-19 09:43:47.962809,L3,3,9065,98,1.09,Pliage_Incorrect,29,68
2024-01-19 17:43:47.962809,L1,1,10327,425,4.12,Impression_Defectueuse,127,297
2024-01-20 01:43:47.962809,L1,2,11137,514,4.62,Defaut_Surface,154,359
2024-01-20 09:43:47.962809,L1,3,11568,574,4.96,Impression_Defectueuse,172,401
2024-01-19 17:43:47.962809,L2,1,10422,526,5.06,Dimension_Hors_Tolerance,157,368
2024-01-20 01:43:47.962809,L2,2,9955,180,1.81,Impression_Defectueuse,54,125
2024-01-20 09:43:47.962809,L2,3,9220,253,2.75,Dimension_Hors_Tolerance,75,177
2024-01-19 17:43:47.962809,L3,1,11133,521,4.69,Impression_Defectueuse,156,364
2024-01-20 01:43:47.962809,L3,2,9812,236,2.42,Impression_Defectueuse,70,165
2024-01-20 09:43:47.962809,L3,3,11600,806,6.95,Pliage_Incorrect,241,564
2024-01-22 17:43:47.962809,L1,1,8622,259,3.01,Contamination,77,181
2024-01-23 01:43:47.962809,L1,2,9818,612,6.24,Dimension_Hors_Tolerance,183,428
2024-01-23 09:43:47.962809,L1,3,8661,380,4.39,Impression_Defectueuse,114,266
2024-01-22 17:43:47.962809,L2,1,8424,222,2.64,Dimension_Hors_Tolerance,66,155
2024-01-23 01:43:47.962809,L2,2,10257,669,6.53,Pliage_Incorrect,200,468
2024-01-23 09:43:47.962809,L2,3,9864,193,1.96,Dimension_Hors_Tolerance,57,135
2024-01-22 17:43:47.962809,L3,1,10312,436,4.23,Impression_Defectueuse,130,305
2024-01-23 01:43:47.962809,L3,2,8804,691,7.85,Contamination,207,483
2024-01-23 09:43:47.962809,L3,3,10953,420,3.84,Deformation,126,294
2024-01-23 17:43:47.962809,L1,1,11219,439,3.92,Contamination,131,307
2024-01-24 01:43:47.962809,L1,2,10072,787,7.81,Impression_Defectueuse,236,550
2024-01-24 09:43:47.962809,L1,3,10067,622,6.18,Pliage_Incorrect,186,435
2024-01-23 17:43:47.962809,L2,1,10481,185,1.77,Dimension_Hors_Tolerance,55,129
2024-01-24 01:43:47.962809,L2,2,11099,260,2.35,Dimension_Hors_Tolerance,78,182
2024-01-24 09:43:47.962809,L2,3,10944,329,3.01,Pliage_Incorrect,98,230
2024-01-23 17:43:47.962809,L3,1,9811,732,7.46,Dimension_Hors_Tolerance,219,512
2024-01-24 01:43:47.962809,L3,2,10887,155,1.43,Deformation,46,108
2024-01-24 09:43:47.962809,L3,3,11819,886,7.5,Impression_Defectueuse,265,620
2024-01-24 17:43:47.962809,L1,1,8449,384,4.55,Deformation,115,268
2024-01-25 01:43:47.962809,L1,2,8511,235,2.77,Deformation,70,164
2024-01-25 09:43:47.962809,L1,3,10425,761,7.3,Dimension_Hors_Tolerance,228,532
2024-01-24 17:43:47.962809,L2,1,11441,226,1.98,Contamination,67,158
2024-01-25 01:43:47.962809,L2,2,10021,726,7.25,Impression_Defectueuse,217,508
2024-01-25 09:43:47.962809,L2,3,10704,207,1.94,Impression_Defectueuse,62,144
2024-01-24 17:43:47.962809,L3,1,9785,396,4.05,Impression_Defectueuse,118,277
2024-01-25 01:43:47.962809,L3,2,8216,435,5.31,Impression_Defectueuse,130,304
2024-01-25 09:43:47.962809,L3,3,10990,342,3.11,Dimension_Hors_Tolerance,102,239
2024-01-25 17:43:47.962809,L1,1,10519,585,5.57,Defaut_Surface,175,409
2024-01-26 01:43:47.962809,L1,2,9337,276,2.96,Dimension_Hors_Tolerance,82,193
2024-01-26 09:43:47.962809,L1,3,11721,576,4.92,Dimension_Hors_Tolerance,172,403
2024-01-25 17:43:47.962809,L2,1,9807,778,7.93,Contamination,233,544
2024-01-26 01:43:47.962809,L2,2,8452,414,4.9,Pliage_Incorrect,124,289
2024-01-26 09:43:47.962809,L2,3,11791,399,3.38,Contamination,119,279
2024-01-25 17:43:47.962809,L3,1,11950,160,1.34,Deformation,48,112
2024-01-26 01:43:47.962809,L3,2,11469,214,1.87,Deformation,64,149
2024-01-26 09:43:47.962809,L3,3,8540,308,3.61,Defaut_Surface,92,215
2024-01-26 17:43:47.962809,L1,1,8717,112,1.29,Contamination,33,78
2024-01-27 01:43:47.962809,L1,2,9764,412,4.22,Deformation,123,288
2024-01-27 09:43:47.962809,L1,3,8985,645,7.18,Pliage_Incorrect,193,451
2024-01-26 17:43:47.962809,L2,1,8615,427,4.96,Defaut_Surface,128,298
2024-01-27 01:43:47.962809,L2,2,11405,752,6.6,Deformation,225,526
2024-01-27 09:43:47.962809,L2,3,10242,785,7.67,Deformation,235,549
2024-01-26 17:43:47.962809,L3,1,9047,293,3.25,Impression_Defectueuse,87,205
2024-01-27 01:43:47.962809,L3,2,8283,136,1.64,Impression_Defectueuse,40,95
2024-01-27 09:43:47.962809,L3,3,8583,636,7.41,Impression_Defectueuse,190,445
2024-01-29 17:43:47.962809,L1,1,11055,347,3.14,Contamination,104,242
2024-01-30 01:43:47.962809,L1,2,11445,693,6.06,Pliage_Incorrect,207,485
2024-01-30 09:43:47.962809,L1,3,8043,205,2.55,Impression_Defectueuse,61,143
2024-01-29 17:43:47.962809,L2,1,11200,808,7.22,Contamination,242,565
2024-01-30 01:43:47.962809,L2,2,8702,204,2.35,Dimension_Hors_Tolerance,61,142
2024-01-30 09:43:47.962809,L2,3,9388,594,6.33,Impression_Defectueuse,178,415
2024-01-29 17:43:47.962809,L3,1,11905,205,1.72,Contamination,61,143
2024-01-30 01:43:47.962809,L3,2,8227,482,5.87,Defaut_Surface,144,337
2024-01-30 09:43:47.962809,L3,3,10560,295,2.8,Dimension_Hors_Tolerance,88,206
2024-01-30 17:43:47.962809,L1,1,8617,399,4.64,Deformation,119,279
2024-01-31 01:43:47.962809,L1,2,8873,428,4.83,Contamination,128,299
2024-01-31 09:43:47.962809,L1,3,11493,517,4.5,Impression_Defectueuse,155,361
2024-01-30 17:43:47.962809,L2,1,10121,506,5.0,Defaut_Surface,151,354
2024-01-31 01:43:47.962809,L2,2,9370,431,4.61,Pliage_Incorrect,129,301
2024-01-31 09:43:47.962809,L2,3,10241,810,7.92,Pliage_Incorrect,243,567
2024-01-30 17:43:47.962809,L3,1,11602,280,2.42,Contamination,84,196
2024-01-31 01:43:47.962809,L3,2,10461,377,3.61,Pliage_Incorrect,113,263
2024-01-31 09:43:47.962809,L3,3,10294,499,4.85,Deformation,149,349
2024-01-31 17:43:47.962809,L1,1,10775,457,4.25,Deformation,137,319
2024-02-01 01:43:47.962809,L1,2,9068,672,7.41,Defaut_Surface,201,470
2024-02-01 09:43:47.962809,L1,3,9434,196,2.08,Dimension_Hors_Tolerance,58,137
2024-01-31 17:43:47.962809,L2,1,8934,414,4.64,Dimension_Hors_Tolerance,124,289
2024-02-01 01:43:47.962809,L2,2,8526,475,5.58,Dimension_Hors_Tolerance,142,332
2024-02-01 09:43:47.962809,L2,3,8094,171,2.12,Dimension_Hors_Tolerance,51,119
2024-01-31 17:43:47.962809,L3,1,10117,638,6.32,Defaut_Surface,191,446
2024-02-01 01:43:47.962809,L3,2,8818,480,5.45,Pliage_Incorrect,144,336
2024-02-01 09:43:47.962809,L3,3,10402,622,5.98,Defaut_Surface,186,435
2024-02-01 17:43:47.962809,L1,1,10827,294,2.72,Impression_Defectueuse,88,205
2024-02-02 01:43:47.962809,L1,2,9300,677,7.28,Impression_Defectueuse,203,473
2024-02-02 09:43:47.962809,L1,3,10784,774,7.18,Impression_Defectueuse,232,541
2024-02-01 17:43:47.962809,L2,1,11518,578,5.02,Dimension_Hors_Tolerance,173,404
2024-02-02 01:43:47.962809,L2,2,11848,149,1.26,Dimension_Hors_Tolerance,44,104
2024-02-02 09:43:47.962809,L2,3,8381,257,3.07,Contamination,77,179
2024-02-01 17:43:47.962809,L3,1,9605,316,3.29,Dimension_Hors_Tolerance,94,221
2024-02-02 01:43:47.962809,L3,2,10870,415,3.82,Defaut_Surface,124,290
2024-02-02 09:43:47.962809,L3,3,8265,114,1.39,Pliage_Incorrect,34,79
2024-02-02 17:43:47.962809,L1,1,8935,270,3.03,Dimension_Hors_Tolerance,81,189
2024-02-03 01:43:47.962809,L1,2,10919,866,7.94,Contamination,259,606
2024-02-03 09:43:47.962809,L1,3,11666,693,5.94,Dimension_Hors_Tolerance,207,485
2024-02-02 17:43:47.962809,L2,1,9346,239,2.56,Defaut_Surface,71,167
2024-02-03 01:43:47.962809,L2,2,10749,170,1.59,Deformation,51,118
2024-02-03 09:43:47.962809,L2,3,10753,124,1.16,Contamination,37,86
2024-02-02 17:43:47.962809,L3,1,11583,497,4.29,Dimension_Hors_Tolerance,149,347
2024-02-03 01:43:47.962809,L3,2,10535,310,2.95,Deformation,93,217
2024-02-03 09:43:47.962809,L3,3,8978,283,3.16,Contamination,84,198
2024-02-05 17:43:47.962809,L1,1,10624,373,3.52,Pliage_Incorrect,111,261
2024-02-06 01:43:47.962809,L1,2,8607,230,2.68,Deformation,69,161
2024-02-06 09:43:47.962809,L1,3,11064,742,6.71,Pliage_Incorrect,222,519
2024-02-05 17:43:47.962809,L2,1,10628,435,4.1,Impression_Defectueuse,130,304
2024-02-06 01:43:47.962809,L2,2,8421,365,4.34,Impression_Defectueuse,109,255
2024-02-06 09:43:47.962809,L2,3,11387,684,6.01,Contamination,205,478
2024-02-05 17:43:47.962809,L3,1,8707,345,3.97,Deformation,103,241
2024-02-06 01:43:47.962809,L3,2,8318,633,7.62,Contamination,189,443
2024-02-06 09:43:47.962809,L3,3,9254,204,2.21,Dimension_Hors_Tolerance,61,142
2024-02-06 17:43:47.962809,L1,1,8025,420,5.24,Dimension_Hors_Tolerance,126,294
2024-02-07 01:43:47.962809,L1,2,8440,507,6.01,Contamination,152,354
2024-02-07 09:43:47.962809,L1,3,9173,381,4.16,Deformation,114,266
2024-02-06 17:43:47.962809,L2,1,8204,342,4.17,Defaut_Surface,102,239
2024-02-07 01:43:47.962809,L2,2,9020,600,6.65,Defaut_Surface,180,420
2024-02-07 09:43:47.962809,L2,3,8518,443,5.21,Impression_Defectueuse,132,310
2024-02-06 17:43:47.962809,L3,1,10023,133,1.33,Impression_Defectueuse,39,93
2024-02-07 01:43:47.962809,L3,2,10915,665,6.1,Contamination,199,465
2024-02-07 09:43:47.962809,L3,3,9981,137,1.37,Deformation,41,95
2024-02-07 17:43:47.962809,L1,1,11403,634,5.57,Impression_Defectueuse,190,443
2024-02-08 01:43:47.962809,L1,2,11225,753,6.71,Impression_Defectueuse,225,527
2024-02-08 09:43:47.962809,L1,3,11884,883,7.43,Dimension_Hors_Tolerance,264,618
2024-02-07 17:43:47.962809,L2,1,10884,316,2.9,Defaut_Surface,94,221
2024-02-08 01:43:47.962809,L2,2,11616,875,7.54,Deformation,262,612
2024-02-08 09:43:47.962809,L2,3,11257,311,2.77,Defaut_Surface,93,217
2024-02-07 17:43:47.962809,L3,1,8761,408,4.66,Dimension_Hors_Tolerance,122,285
2024-02-08 01:43:47.962809,L3,2,11366,250,2.2,Defaut_Surface,75,175
2024-02-08 09:43:47.962809,L3,3,11407,308,2.71,Contamination,92,215
2024-02-08 17:43:47.962809,L1,1,10030,406,4.05,Pliage_Incorrect,121,284
2024-02-09 01:43:47.962809,L1,2,10328,676,6.55,Pliage_Incorrect,202,473
2024-02-09 09:43:47.962809,L1,3,8392,626,7.46,Contamination,187,438
2024-02-08 17:43:47.962809,L2,1,8218,306,3.73,Dimension_Hors_Tolerance,91,214
2024-02-09 01:43:47.962809,L2,2,11021,422,3.83,Dimension_Hors_Tolerance,126,295
2024-02-09 09:43:47.962809,L2,3,11934,891,7.47,Dimension_Hors_Tolerance,267,623
2024-02-08 17:43:47.962809,L3,1,11264,654,5.81,Deformation,196,457
2024-02-09 01:43:47.962809,L3,2,8045,235,2.93,Dimension_Hors_Tolerance,70,164
2024-02-09 09:43:47.962809,L3,3,8671,563,6.5,Impression_Defectueuse,168,394
2024-02-09 17:43:47.962809,L1,1,9079,258,2.85,Deformation,77,180
2024-02-10 01:43:47.962809,L1,2,8832,372,4.21,Deformation,111,260
2024-02-10 09:43:47.962809,L1,3,10041,611,6.09,Defaut_Surface,183,427
2024-02-09 17:43:47.962809,L2,1,8066,495,6.14,Impression_Defectueuse,148,346
2024-02-10 01:43:47.962809,L2,2,8029,308,3.85,Pliage_Incorrect,92,215
2024-02-10 09:43:47.962809,L2,3,9514,496,5.22,Impression_Defectueuse,148,347
2024-02-09 17:43:47.962809,L3,1,10941,504,4.61,Impression_Defectueuse,151,352
2024-02-10 01:43:47.962809,L3,2,9493,497,5.24,Deformation,149,347
2024-02-10 09:43:47.962809,L3,3,10894,689,6.33,Defaut_Surface,206,482
2024-02-12 17:43:47.962809,L1,1,10463,584,5.59,Defaut_Surface,175,408
2024-02-13 01:43:47.962809,L1,2,9581,672,7.02,Impression_Defectueuse,201,470
2024-02-13 09:43:47.962809,L1,3,8643,318,3.69,Impression_Defectueuse,95,222
2024-02-12 17:43:47.962809,L2,1,8425,499,5.93,Dimension_Hors_Tolerance,149,349
